Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Major Short Nm,Student Headcount,Prorated Degrees Awarded Cnt
1984-85,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Mathematics for Teachers,3,3
1984-85,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,7,6.5
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Pol Econ of Nat Resources,46,46
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Bioresource Sciences,8,8
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,28,28
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conservation of Nat Res,38,38
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Entomology,4,4
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forest Products,1,1
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,16,16
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Pest Management,2,2
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Plant & Soil Biology,7,7
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Plant Pathology,2,2
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Soil Resource Management,4,4
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,"Food, Nutrition, & Diet",1,1
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition & Clinical Diet,11,11
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition & Food Science,28,28
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,Genetics,16,16
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,Unknown Major,1,1
1984-85,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Wood Science & Tech Grad Grp,Wood Science & Technology,1,1
1984-85,1,Bachelor,All,Grad School of Journalism,Grad School of Journalism,Journalism,Journalism,2,2
1984-85,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,Business Administration,300,300
1984-85,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,Optometry,58,58
1985-86,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,90,90
1985-86,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,61,61
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,9,9
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,101,100.5
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Petroleum Engineering,8,8
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,233,229.5
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,1,1
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Geoscience,3,3
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,9,9
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,General Engineering Sci,1,1
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Manufacturing Engineering,5,5
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,28,28
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,33,22.5
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mineral Engineering,2,2
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,139,133
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Naval Architecture,7,7
1985-86,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,22,19.5
1985-86,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,189,189
1985-86,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,15,15
1985-86,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,3,3
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,10,9
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,119,112
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,L&S Legal Studies,64,60
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,L&S Social Welfare,56,49.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,58,53
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Civilizations,1,1
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Languages,4,3.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Latin,1,1
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,24,23.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,East Asian Languages,21,19
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,324,305
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film,20,17
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,59,48.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,Dutch Studies,1,0.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,14,12.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,33,31.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian,3,2
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,19,16.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Ancnt NE Archae & Art Hist,2,1.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,2,2
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Other Arts & Humanities Pgms,Humanities Field Major,65,64
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,56,50
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,69,65
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian,8,6.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,9,7
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,7,6.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,30,23
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dramatic Art,18,15.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dramatic Art - Dance,11,8
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Botany,9,9
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Human Biodynamics,28,27
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Paleontology,8,7
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Physiology,56,53
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Zoology,41,39
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Biochemistry,130,124.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Biophysics,13,10
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,L&S Genetics,43,41
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Microbiology,34,33.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular Biology,46,44.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Neurobiology,12,11
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,BioSci-Ecology,12,12
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,BioSci-Functional Bio,55,54.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,BioSci-Marine Biology,9,9
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,BioSci-System & Evol Bio,6,5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,Biophy-Med Phys,14,13.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astronomy,8,5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth Science,9,8.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,23,23
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,5,5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,130,120.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,56,46
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Math & Physical Sci Pgms,Physical Sci Field Major,10,9.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,107,94
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,20,16.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Social Sci,1,1
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,70,62.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,216,196
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian American Studies,3,3
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Chicano Studies,2,1.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,9,7.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Native American Studies,5,4.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,Womens Studies,4,3.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,53,51.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,231,215
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,5,4
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - Japan,6,5.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Development Studies,16,14.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,22,19
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,8,6.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,6,6
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Pol Econ of Indust Soc,146,140.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,33,30
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Other Social Sciences Programs,Social Sciences Field Maj,213,211.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,323,297
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,214,200.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,67,60.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Environ Sci-Biol Sci,7,6
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Environ Sci-Physical Sci,10,9
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Environ Sci-Soc Sci,1,1
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,L&S Individual Major,26,25
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Mass Communications,32,28.5
1985-86,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,10,9.5
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Pol Econ of Nat Resources,38,38
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Bioresource Sciences,9,9
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,39,39
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conservation of Nat Res,12,12
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Entomology,1,1
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forest Products,1,1
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,18,18
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Pest Management,3,3
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Plant & Soil Biology,1,1
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Soil Resource Management,1,1
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition & Clinical Diet,17,17
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition & Food Science,45,45
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,Genetics,24,24
1985-86,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,Unknown Major,1,1
1985-86,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,Business Administration,326,326
1985-86,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,Optometry,69,69
1986-87,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,90,90
1986-87,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,49,49
1986-87,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,16,16
1986-87,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,100,100
1986-87,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Petroleum Engineering,8,8
1986-87,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,237,234
1986-87,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,5,5
1986-87,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,23,23
